# LAMMPS data file written by OVITO Basic 3.5.4
243 atoms
4 atom types
0.0 15.078710556 xlo xhi
0.0 14.9412491211 ylo yhi
0.0 14.838637479 zlo zhi
1.9885823647 -1.9899494812 -1.7441951351 xy xz yz

Masses

1 6.941  # Li
2 32.065  # S
3 79.904  # Br
4 15.9994  # O

Atoms  # atomic

1 1 -0.0314182684 1.7291911774 2.8733333286
2 1 -0.6947347216 1.1477928345 7.8195455199
3 1 -1.3580512943 0.5663943869 12.7657586015
4 1 0.6314425093 6.7096074714 2.8733333286
5 1 -0.031873944 6.1282091285 7.8195455199
6 1 -0.6951905167 5.5468106809 12.7657586015
7 1 1.294303259 11.6900235562 2.8733333286
8 1 0.6309868058 11.1086252133 7.8195455199
9 1 -0.0323297669 10.5272267658 12.7657586015
10 1 4.9948186992 1.7291911774 2.8733333286
11 1 4.331502246 1.1477928345 7.8195455199
12 1 3.6681856733 0.5663943869 12.7657586015
13 1 5.6576794769 6.7096074714 2.8733333286
14 1 4.9943630236 6.1282091285 7.8195455199
15 1 4.3310464509 5.5468106809 12.7657586015
16 1 6.3205402266 11.6900235562 2.8733333286
17 1 5.6572237734 11.1086252133 7.8195455199
18 1 4.9939072007 10.5272267658 12.7657586015
19 1 10.0210552597 1.7291911774 2.8733333286
20 1 9.3577388064 1.1477928345 7.8195455199
21 1 8.6944222338 0.5663943869 12.7657586015
22 1 10.6839160373 6.7096074714 2.8733333286
23 1 10.0205995841 6.1282091285 7.8195455199
24 1 9.3572830114 5.5468106809 12.7657586015
25 1 11.3467767871 11.6900235562 2.8733333286
26 1 10.6834603339 11.1086252133 7.8195455199
27 1 10.0201437612 10.5272267658 12.7657586015
28 1 1.7606738768 -0.3115626814 2.8728510729
29 1 1.0973573917 -0.8929610522 7.8190635016
30 1 0.4340409384 -1.4743593951 12.7652756929
31 1 2.4235346504 4.6688535827 2.8728510729
32 1 1.7602181653 4.0874552119 7.8190635016
33 1 1.096901712 3.506056869 12.7652756929
34 1 3.0863954579 9.6492701008 2.8728510729
35 1 2.4230789728 9.06787173 7.8190635016
36 1 1.7597625195 8.4864733871 12.7652756929
37 1 6.7869108745 -0.3115626814 2.8728510729
38 1 6.1235943894 -0.8929610522 7.8190635016
39 1 5.4602779361 -1.4743593951 12.7652756929
40 1 7.4497716482 4.6688535827 2.8728510729
41 1 6.7864551631 4.0874552119 7.8190635016
42 1 6.1231387098 3.506056869 12.7652756929
43 1 8.1126324556 9.6492701008 2.8728510729
44 1 7.4493159705 9.06787173 7.8190635016
45 1 6.7859995173 8.4864733871 12.7652756929
46 1 11.8131478723 -0.3115626814 2.8728510729
47 1 11.1498313872 -0.8929610522 7.8190635016
48 1 10.4865149339 -1.4743593951 12.7652756929
49 1 12.4760086459 4.6688535827 2.8728510729
50 1 11.8126921608 4.0874552119 7.8190635016
51 1 11.1493757076 3.506056869 12.7652756929
52 1 13.1388694534 9.6492701008 2.8728510729
53 1 12.4755529683 9.06787173 7.8190635016
54 1 11.812236515 8.4864733871 12.7652756929
55 1 1.7603232137 1.4933330921 4.9009180962
56 1 1.0970067007 0.9119346969 9.8471307326
57 1 0.4336902455 0.3305363522 14.7933429387
58 1 2.4231839933 6.4737494011 4.9009180962
59 1 1.7598674803 5.8923510058 9.8471307326
60 1 1.0965510251 5.3109526612 14.7933429387
61 1 3.0860448008 11.4541659192 4.9009180962
62 1 2.4227282878 10.872767524 9.8471307326
63 1 1.7594118325 10.2913691793 14.7933429387
64 1 6.7865599853 1.4933330921 4.9009180962
65 1 6.1232434723 0.9119346969 9.8471307326
66 1 5.459927017 0.3305363522 14.7933429387
67 1 7.4494207649 6.4737494011 4.9009180962
68 1 6.7861042519 5.8923510058 9.8471307326
69 1 6.1227877967 5.3109526612 14.7933429387
70 1 8.1122815723 11.4541659192 4.9009180962
71 1 7.4489650594 10.872767524 9.8471307326
72 1 6.7856486041 10.2913691793 14.7933429387
73 1 11.812796983 1.4933330921 4.9009180962
74 1 11.1494804701 0.9119346969 9.8471307326
75 1 10.4861640148 0.3305363522 14.7933429387
76 1 12.4756577626 6.4737494011 4.9009180962
77 1 11.8123412497 5.8923510058 9.8471307326
78 1 11.1490247944 5.3109526612 14.7933429387
79 1 13.1385185701 11.4541659192 4.9009180962
80 1 12.4752020571 10.872767524 9.8471307326
81 1 11.8118856019 10.2913691793 14.7933429387
82 2 -0.5953805208 -0.5702880094 4.9194482454
83 2 -1.2586970338 -1.1516864046 9.8656608818
84 2 -1.9220134891 -1.7330847493 14.8118730879
85 2 0.0674802827 4.4101284788 4.9194482454
86 2 -0.5958362303 3.8287300836 9.8656608818
87 2 -1.2591526856 3.247331739 14.8118730879
88 2 0.7303410901 9.390544997 4.9194482454
89 2 0.0670245771 8.8091466017 9.8656608818
90 2 -0.5962918781 8.2277482571 14.8118730879
91 2 4.4308564769 -0.5702880094 4.9194482454
92 2 3.767539964 -1.1516864046 9.8656608818
93 2 3.1042235087 -1.7330847493 14.8118730879
94 2 5.0937172804 4.4101284788 4.9194482454
95 2 4.4304007675 3.8287300836 9.8656608818
96 2 3.7670843122 3.247331739 14.8118730879
97 2 5.7565780879 9.390544997 4.9194482454
98 2 5.0932615749 8.8091466017 9.8656608818
99 2 4.4299451196 8.2277482571 14.8118730879
100 2 9.4570930374 -0.5702880094 4.9194482454
101 2 8.7937765244 -1.1516864046 9.8656608818
102 2 8.1304600692 -1.7330847493 14.8118730879
103 2 10.1199538409 4.4101284788 4.9194482454
104 2 9.4566373279 3.8287300836 9.8656608818
105 2 8.7933208727 3.247331739 14.8118730879
106 2 10.7828146484 9.390544997 4.9194482454
107 2 10.1194981354 8.8091466017 9.8656608818
108 2 9.4561816801 8.2277482571 14.8118730879
109 3 2.6538978876 2.276791049 2.3881870143
110 3 1.9905814045 1.6953926799 7.3343994282
111 3 1.3272648895 1.113994283 12.2806120794
112 3 3.3167586652 7.257207343 2.3881870143
113 3 2.6534421821 6.6758089739 7.3343994282
114 3 1.9901256671 6.094410577 12.2806120794
115 3 3.979619413 12.2376234129 2.3881870143
116 3 3.3163029299 11.6562250438 7.3343994282
